Key,English,Ukrainian
PROPQUEST_SCENARIO_INC_002137,Reonan is waiting for you in Flaris.,Reonan is waiting for you in Flaris.
PROPQUEST_SCENARIO_INC_002138,Go to Reonan after reaching level 40.,Go to Reonan after reaching level 40.
PROPQUEST_SCENARIO_INC_001967,Chapter 4 Turbulent World,Chapter 4 Turbulent World
PROPQUEST_SCENARIO_INC_001833,In a way this is good for them. The citizens of Darken needed to become more self-efficient. I know they will be fine without me. There is another issue that has come up.,In a way this is good for them. The citizens of Darken needed to become more self-efficient. I know they will be fine without me. There is another issue that has come up.
PROPQUEST_SCENARIO_INC_001834,"When we finished the war, aside from my sister's ring, I also threw my pendant somewhere in Darkon 3. I was so convinced I would never need it again…","When we finished the war, aside from my sister's ring, I also threw my pendant somewhere in Darkon 3. I was so convinced I would never need it again…"
PROPQUEST_SCENARIO_INC_001835,Could you please find it for me? I know it is asking much of you. It is important that I regain possession of it though and present it to Reonan.,Could you please find it for me? I know it is asking much of you. It is important that I regain possession of it though and present it to Reonan.
PROPQUEST_SCENARIO_INC_001836,"Thank you. I feel that if anything, a Nautrepy has the pendant. They tend to seek out shiny objects. Please locate them in the Eastern forests of Darkon 3. Please retrieve it.","Thank you. I feel that if anything, a Nautrepy has the pendant. They tend to seek out shiny objects. Please locate them in the Eastern forests of Darkon 3. Please retrieve it."
PROPQUEST_SCENARIO_INC_001837,It is imperative that you retrieve this pendant and get it to Reonan!,It is imperative that you retrieve this pendant and get it to Reonan!
PROPQUEST_SCENARIO_INC_001838,Oh you found it! Thank you so much!,Oh you found it! Thank you so much!
PROPQUEST_SCENARIO_INC_001839,A Nautrepy must have taken the pendant. Please go and check the Eastern forests of Darkon 3!,A Nautrepy must have taken the pendant. Please go and check the Eastern forests of Darkon 3!
PROPQUEST_SCENARIO_INC_001840,Recover the Hero's Pendant from Nautrepy and return it to Elaine.,Recover the Hero's Pendant from Nautrepy and return it to Elaine.
PROPQUEST_SCENARIO_INC_001842,Zoro's Pendant,Zoro's Pendant
PROPQUEST_SCENARIO_INC_001843,Please take this pendant to Reonan. This will serve as a symbol of my unyielding devotion to our cause…,Please take this pendant to Reonan. This will serve as a symbol of my unyielding devotion to our cause…
PROPQUEST_SCENARIO_INC_001844,"Oh! You have yet to collect Zoro's pendant! Go and retrieve it from him as well! Once you have done this, please take them both to Reonan.","Oh! You have yet to collect Zoro's pendant! Go and retrieve it from him as well! Once you have done this, please take them both to Reonan."
PROPQUEST_SCENARIO_INC_001845,"Zoro is waiting! Please go and gather his pendant as well. I'm sure once you show him mine, he will gladly hand it over.","Zoro is waiting! Please go and gather his pendant as well. I'm sure once you show him mine, he will gladly hand it over."
PROPQUEST_SCENARIO_INC_001846,"Please, we must get the pendants to Reonan to let him know we are ready to fight side by side!","Please, we must get the pendants to Reonan to let him know we are ready to fight side by side!"
PROPQUEST_SCENARIO_INC_001847,Oh Oh! That is Elaine's pendant! So I see you were able to get him to reconsider?,Oh Oh! That is Elaine's pendant! So I see you were able to get him to reconsider?
PROPQUEST_SCENARIO_INC_001848,Hurry! I'm sure Zoro is waiting!,Hurry! I'm sure Zoro is waiting!
PROPQUEST_SCENARIO_INC_001849,Retrieve Zoro's Pendant.,Retrieve Zoro's Pendant.
PROPQUEST_SCENARIO_INC_001851,United We Stand,United We Stand
PROPQUEST_SCENARIO_INC_001852,"Hah! I never thought Elaine would change his mind so easily. This pendant here, well, it definitely shows that he means business!","Hah! I never thought Elaine would change his mind so easily. This pendant here, well, it definitely shows that he means business!"
PROPQUEST_SCENARIO_INC_001853,"I'm glad to see that the old Elaine has returned! Here, take my pendant as well! Now take them to Reonan and let him know we are ready to stand united!","I'm glad to see that the old Elaine has returned! Here, take my pendant as well! Now take them to Reonan and let him know we are ready to stand united!"
PROPQUEST_SCENARIO_INC_001854,Head back to Reonan with the pendants!,Head back to Reonan with the pendants!
PROPQUEST_SCENARIO_INC_001855,"Well, whatever you wish, but I don't think we have much time to mess around!","Well, whatever you wish, but I don't think we have much time to mess around!"
PROPQUEST_SCENARIO_INC_001856,Oh! I see you have returned! You come bearing good news I hope?,Oh! I see you have returned! You come bearing good news I hope?
PROPQUEST_SCENARIO_INC_001857,"You have both of the pendants, now go see Reonan!","You have both of the pendants, now go see Reonan!"
PROPQUEST_SCENARIO_INC_001858,Take Elaine and Zoro's Pendants to Reonan,Take Elaine and Zoro's Pendants to Reonan
PROPQUEST_SCENARIO_INC_001860,Gathering of Heroes,Gathering of Heroes
PROPQUEST_SCENARIO_INC_001861,"Two more pendants!? Ah Elaine and Zoro. It's been awhile… Thought I might never see them again… Knowing they stand by my side, I feel a renewed sense of determination!","Two more pendants!? Ah Elaine and Zoro. It's been awhile… Thought I might never see them again… Knowing they stand by my side, I feel a renewed sense of determination!"
PROPQUEST_SCENARIO_INC_001862,"Now 6 heroes are gathered! I, Handel, Hael, Reodos, Zoro, Elaine are gathered. We just need to find the last 2! Before this, I feel it is time for you to hone in on your own skills!","Now 6 heroes are gathered! I, Handel, Hael, Reodos, Zoro, Elaine are gathered. We just need to find the last 2! Before this, I feel it is time for you to hone in on your own skills!"
PROPQUEST_SCENARIO_INC_001863,"We will need the assistance of warriors like yourself! But, you still have plenty of room to grow! Are you ready to further ascend your path to glory?","We will need the assistance of warriors like yourself! But, you still have plenty of room to grow! Are you ready to further ascend your path to glory?"
PROPQUEST_SCENARIO_INC_001864,"Please train to level 70, then talk with Reodos!","Please train to level 70, then talk with Reodos!"
PROPQUEST_SCENARIO_INC_001865,Real champions are born by pushing one's own skill to the limit. I know you have it in you to overcome the odds…,Real champions are born by pushing one's own skill to the limit. I know you have it in you to overcome the odds…
PROPQUEST_SCENARIO_INC_001866,Oh! Impressive! You have grown quite a bit stronger since we last met!,Oh! Impressive! You have grown quite a bit stronger since we last met!
PROPQUEST_SCENARIO_INC_001867,"After reaching level 70, talk with Reodos","After reaching level 70, talk with Reodos"
PROPQUEST_SCENARIO_INC_001868,"Reach level 70, then meet with Reodos.","Reach level 70, then meet with Reodos."
PROPQUEST_SCENARIO_INC_001870,Hungry Hungry Dwarpets,Hungry Hungry Dwarpets
PROPQUEST_SCENARIO_INC_001871,"Oh! Haha, why I haven't changed yet you ask? I'm not entirely sure. I feel that the curse should have let up by now…","Oh! Haha, why I haven't changed yet you ask? I'm not entirely sure. I feel that the curse should have let up by now…"
PROPQUEST_SCENARIO_INC_001872,"I do know someone who may be of assistance. His name is Rankashu, a descendent of Shamanistic Dwarpets who have lived in Darkon longer than man.","I do know someone who may be of assistance. His name is Rankashu, a descendent of Shamanistic Dwarpets who have lived in Darkon longer than man."
PROPQUEST_SCENARIO_INC_001873,He might have some useful information pertaining to this curse and what else I need to do! Will you seek him out for me?,He might have some useful information pertaining to this curse and what else I need to do! Will you seek him out for me?
PROPQUEST_SCENARIO_INC_001874,"OH! OH! Thank you! I know that Rankashu can't resist Syliaca Fillet and Greemong Jelly. I'm sure if you brought some of these, he'd spill whatever information you wanted!","OH! OH! Thank you! I know that Rankashu can't resist Syliaca Fillet and Greemong Jelly. I'm sure if you brought some of these, he'd spill whatever information you wanted!"
PROPQUEST_SCENARIO_INC_001875,"Hmph! Well, you could be missing out on a chance to not only help me, but possibly learn of the location of the other 2 heroes as well!","Hmph! Well, you could be missing out on a chance to not only help me, but possibly learn of the location of the other 2 heroes as well!"
PROPQUEST_SCENARIO_INC_001876,"Well helloooo there! *sniffs* Is that Syliaca fillets and Greemong Jelly I smell? Oh! Well, of course there WOULD be a request first. Free food, HAH!","Well helloooo there! *sniffs* Is that Syliaca fillets and Greemong Jelly I smell? Oh! Well, of course there WOULD be a request first. Free food, HAH!"
PROPQUEST_SCENARIO_INC_001877,Have you gathered the Syliaca fish and Greemong Jelly? You can find them by killing both Syliaca fish and Greemongs,Have you gathered the Syliaca fish and Greemong Jelly? You can find them by killing both Syliaca fish and Greemongs
PROPQUEST_SCENARIO_INC_001878,"Collect 5 Syliaca Fillet and 5 Greemong Jelly, then bring them to Rankashu in the Western region of Darkon 1.","Collect 5 Syliaca Fillet and 5 Greemong Jelly, then bring them to Rankashu in the Western region of Darkon 1."
PROPQUEST_SCENARIO_INC_001880,Catalyst to the Curse,Catalyst to the Curse
PROPQUEST_SCENARIO_INC_001881,Ahh so the curse was not released yet? The curse WAS in his body a long time… We need a powerful catalyst to speed up the process. 10 Boo Petals should do the trick!,Ahh so the curse was not released yet? The curse WAS in his body a long time… We need a powerful catalyst to speed up the process. 10 Boo Petals should do the trick!
PROPQUEST_SCENARIO_INC_001882,"Another question? 8 Heroes huh? Well, I did see a strange looking woman enter this dungeon alone several days ago. Not sure if that will help or not!","Another question? 8 Heroes huh? Well, I did see a strange looking woman enter this dungeon alone several days ago. Not sure if that will help or not!"
PROPQUEST_SCENARIO_INC_001883,Anyway! I told you what you need to know. Will you go get the petals now and let me eat in peace?,Anyway! I told you what you need to know. Will you go get the petals now and let me eat in peace?
PROPQUEST_SCENARIO_INC_001884,"Yes Yes, acquire 10 Boo Petals from the Boos in the forests of Darkon 3. This should take care of your problem!","Yes Yes, acquire 10 Boo Petals from the Boos in the forests of Darkon 3. This should take care of your problem!"
PROPQUEST_SCENARIO_INC_001885,Ahh! Can't you see I'm trying to eat. Please don't disturb me right now!!,Ahh! Can't you see I'm trying to eat. Please don't disturb me right now!!
PROPQUEST_SCENARIO_INC_001886,Aha! I knew Rankashu would spill the information for an easy meal. So these leaves will speed up the process you say?,Aha! I knew Rankashu would spill the information for an easy meal. So these leaves will speed up the process you say?
PROPQUEST_SCENARIO_INC_001887,I am eating now. I said 10 Boo Petals!,I am eating now. I said 10 Boo Petals!
PROPQUEST_SCENARIO_INC_001888,"Collect 10 Boo Petal, then bring them to Reodos","Collect 10 Boo Petal, then bring them to Reodos"
PROPQUEST_SCENARIO_INC_001890,Carrierbomb Commotion,Carrierbomb Commotion
PROPQUEST_SCENARIO_INC_001891,"Well, here's to hoping! Hmm, Rankashu mentioned something about a strange woman. I wonder who it could be... ","Well, here's to hoping! Hmm, Rankashu mentioned something about a strange woman. I wonder who it could be... "
PROPQUEST_SCENARIO_INC_001892,I'm trying to think who this strange woman could be!! In the meantime could you please go kill some Carrierbombs and then return to Rankashu!! I need more time to think!,I'm trying to think who this strange woman could be!! In the meantime could you please go kill some Carrierbombs and then return to Rankashu!! I need more time to think!
PROPQUEST_SCENARIO_INC_001893,Thank you thank you thank you!! Go kill 20 Small Carrierbombs & 15 Carrierbombs then return to Rankashu!,Thank you thank you thank you!! Go kill 20 Small Carrierbombs & 15 Carrierbombs then return to Rankashu!
PROPQUEST_SCENARIO_INC_001894,Oh how am I ever supposed to concentrate with these stupid Carrierbombs making a racket!!!,Oh how am I ever supposed to concentrate with these stupid Carrierbombs making a racket!!!
PROPQUEST_SCENARIO_INC_001895,Eh? You're here again? Do you want to know about the woman?,Eh? You're here again? Do you want to know about the woman?
PROPQUEST_SCENARIO_INC_001896,Not yet? Kill the Carrierbombs quickly and go to Rankashu!,Not yet? Kill the Carrierbombs quickly and go to Rankashu!
PROPQUEST_SCENARIO_INC_001897,Kill 20 Small Carrierbombs & 15 Carrierbombs and return to Rankashu.,Kill 20 Small Carrierbombs & 15 Carrierbombs and return to Rankashu.
PROPQUEST_SCENARIO_INC_001898,,
PROPQUEST_SCENARIO_INC_001899,The Dungeon Code,The Dungeon Code
PROPQUEST_SCENARIO_INC_001900,"Well fine fine! Guess I did finish eating now. Anyway! I saw this particular woman entering the Dekane Dungeon by herself. By the look of her outfit, she may have been a Psykeeper or something.","Well fine fine! Guess I did finish eating now. Anyway! I saw this particular woman entering the Dekane Dungeon by herself. By the look of her outfit, she may have been a Psykeeper or something."
PROPQUEST_SCENARIO_INC_001901,"Oh! You want to go in after her? Unfortunately, you can't just enter like that. You have to know how exactly!","Oh! You want to go in after her? Unfortunately, you can't just enter like that. You have to know how exactly!"
PROPQUEST_SCENARIO_INC_001902,"If you want to learn how to enter the dungeon, you will need the key code from Cell back at the Erons Factory. He will tell you how to do it!","If you want to learn how to enter the dungeon, you will need the key code from Cell back at the Erons Factory. He will tell you how to do it!"
PROPQUEST_SCENARIO_INC_001903,"Cell is at the Erons Factory, go ask him how to enter the dungeon.","Cell is at the Erons Factory, go ask him how to enter the dungeon."
PROPQUEST_SCENARIO_INC_001904,"Well, there is no other way to get in! Don't look at me! It's not like I know anything!","Well, there is no other way to get in! Don't look at me! It's not like I know anything!"
PROPQUEST_SCENARIO_INC_001905,Ah… I remember you from before... Why do you come to see me? Dekanes dungeon? Why would you want to enter that cursed mine?,Ah… I remember you from before... Why do you come to see me? Dekanes dungeon? Why would you want to enter that cursed mine?
PROPQUEST_SCENARIO_INC_001906,Did you meet Cell at Erons Factory?,Did you meet Cell at Erons Factory?
PROPQUEST_SCENARIO_INC_001907,Go to Cell,Go to Cell
PROPQUEST_SCENARIO_INC_001909,Onward Brave Fool!,Onward Brave Fool!
PROPQUEST_SCENARIO_INC_001910,Ahh I see Cell has given you the code to enter the dungeon!,Ahh I see Cell has given you the code to enter the dungeon!
PROPQUEST_SCENARIO_INC_001911,"Just to be warned, the monsters in the dungeon are quite terrifying! If you feel you aren't prepared for the quest, please go train some more!","Just to be warned, the monsters in the dungeon are quite terrifying! If you feel you aren't prepared for the quest, please go train some more!"
PROPQUEST_SCENARIO_INC_001912,Are you going to enter then and look for that woman?,Are you going to enter then and look for that woman?
PROPQUEST_SCENARIO_INC_001913,"Well, you are the bravest fool I've ever met. Let's hope this woman is worth all the effort! Hah!","Well, you are the bravest fool I've ever met. Let's hope this woman is worth all the effort! Hah!"
PROPQUEST_SCENARIO_INC_001914,"Changed your mind? Well if you aren't busy, maybe you could go bring me some more Greemong Jelly and Syliaca Fillets! I kid I kid! Haha!","Changed your mind? Well if you aren't busy, maybe you could go bring me some more Greemong Jelly and Syliaca Fillets! I kid I kid! Haha!"
PROPQUEST_SCENARIO_INC_001915,Woah! Surprised me! Shouldn't sneak up on a lady like that! Hehe.,Woah! Surprised me! Shouldn't sneak up on a lady like that! Hehe.
PROPQUEST_SCENARIO_INC_001916,"Well, are you going to head into the mine or are you reconsidering already?","Well, are you going to head into the mine or are you reconsidering already?"
PROPQUEST_SCENARIO_INC_001917,Enter the Dekane Dungeon and search for the Mysterious Woman.,Enter the Dekane Dungeon and search for the Mysterious Woman.
PROPQUEST_SCENARIO_INC_001919,The Alluring Enchantress,The Alluring Enchantress
PROPQUEST_SCENARIO_INC_001920,"Ah! So you braved all the perils of the dungeon just to meet me eh? Oh my name? Well, I don't just give that out to anyone! Hehe.","Ah! So you braved all the perils of the dungeon just to meet me eh? Oh my name? Well, I don't just give that out to anyone! Hehe."
PROPQUEST_SCENARIO_INC_001921,"Before I bestow upon you the most graceful name ever, you have to show me you are worthy to receive it! How? Oh its quite simple! Hehe. Just kill 20 Keakoon Guards!","Before I bestow upon you the most graceful name ever, you have to show me you are worthy to receive it! How? Oh its quite simple! Hehe. Just kill 20 Keakoon Guards!"
PROPQUEST_SCENARIO_INC_001922,There should be more than enough Keakoon Guards in this very dungeon. Just kill 20 of them and you will have the privilege of knowing my name!,There should be more than enough Keakoon Guards in this very dungeon. Just kill 20 of them and you will have the privilege of knowing my name!
PROPQUEST_SCENARIO_INC_001923,"Oh well, I guess that is your loss then. Hehe.","Oh well, I guess that is your loss then. Hehe."
PROPQUEST_SCENARIO_INC_001924,"Wow, that was quick! Apparently someone really wants to know my name? Hehe.","Wow, that was quick! Apparently someone really wants to know my name? Hehe."
PROPQUEST_SCENARIO_INC_001925,"Well, you could stand there and stare at me all day, but that won't kill those Keakoon Guards any faster now will it? Hehe.","Well, you could stand there and stare at me all day, but that won't kill those Keakoon Guards any faster now will it? Hehe."
PROPQUEST_SCENARIO_INC_001926,Kill 20 Keakoon Guards.,Kill 20 Keakoon Guards.
PROPQUEST_SCENARIO_INC_001928,Ainher's Request,Ainher's Request
PROPQUEST_SCENARIO_INC_001929,"The name is Ainher. Yes, try not to let the pure beauty of it make you go completely deaf. I'm sure you didn't just come all this way to learn my name though, so what DID you come here for?","The name is Ainher. Yes, try not to let the pure beauty of it make you go completely deaf. I'm sure you didn't just come all this way to learn my name though, so what DID you come here for?"
PROPQUEST_SCENARIO_INC_001930,"Hehe, how did you know about the original 8 heroes? Ah it's ok, I've had creepier stalkers! I am the reincarnation of the original Psykeeper Hero Offerep…","Hehe, how did you know about the original 8 heroes? Ah it's ok, I've had creepier stalkers! I am the reincarnation of the original Psykeeper Hero Offerep…"
PROPQUEST_SCENARIO_INC_001931,"I see. So Reonan looks to reunite the original heroes. If t his is the case, then something important must be going on! Unfortunately, I am rather tied down at the moment with research…","I see. So Reonan looks to reunite the original heroes. If t his is the case, then something important must be going on! Unfortunately, I am rather tied down at the moment with research…"
PROPQUEST_SCENARIO_INC_001932,"I guess if you maybe helped me to finish my research I would consider joining up. If you want to be of assistance to me, then please go talk to Drico and collect the Agony Ore.","I guess if you maybe helped me to finish my research I would consider joining up. If you want to be of assistance to me, then please go talk to Drico and collect the Agony Ore."
PROPQUEST_SCENARIO_INC_001933,"Agony Ore is quite rare, so I'm sure Drico won't be willing to hand it over right away… But, I guess that is now your problem! Hehe.","Agony Ore is quite rare, so I'm sure Drico won't be willing to hand it over right away… But, I guess that is now your problem! Hehe."
PROPQUEST_SCENARIO_INC_001934,Change your mind so quickly I see? Guess you weren't in that much of a hurry to get my help then! Hehe.,Change your mind so quickly I see? Guess you weren't in that much of a hurry to get my help then! Hehe.
PROPQUEST_SCENARIO_INC_001935,*Sniff* *Snort* Drico smell a stranger here? What stranger want? *sniff*,*Sniff* *Snort* Drico smell a stranger here? What stranger want? *sniff*
PROPQUEST_SCENARIO_INC_001936,Hurry along now! Go find Drico and retrieve the Agony Ore!,Hurry along now! Go find Drico and retrieve the Agony Ore!
PROPQUEST_SCENARIO_INC_001937,Find Drico in Dekanes dungeon.,Find Drico in Dekanes dungeon.
PROPQUEST_SCENARIO_INC_001939,Sweet Medication,Sweet Medication
PROPQUEST_SCENARIO_INC_001940,Agony Ore? Khahahahaha! You say want Agony Ore? *snort* *sniff* Agony Ore very rare! I no trade!,Agony Ore? Khahahahaha! You say want Agony Ore? *snort* *sniff* Agony Ore very rare! I no trade!
PROPQUEST_SCENARIO_INC_001941,*sniff*. Hmm...Maybe I change mind If do something for Drico! Tribe need sap of Roach Queen for medicine! *snort* You can collect for Drico?,*sniff*. Hmm...Maybe I change mind If do something for Drico! Tribe need sap of Roach Queen for medicine! *snort* You can collect for Drico?
PROPQUEST_SCENARIO_INC_001942,"Collect sap from Pink Roach Queen and Blue Roach Queen, then bring to Drico.","Collect sap from Pink Roach Queen and Blue Roach Queen, then bring to Drico."
PROPQUEST_SCENARIO_INC_001943,You reject such a good chance now? *Sniff* *Sniff*. As you wish~,You reject such a good chance now? *Sniff* *Sniff*. As you wish~
PROPQUEST_SCENARIO_INC_001944,*sniff* *sniff* Drico smell sweet sap!,*sniff* *sniff* Drico smell sweet sap!
PROPQUEST_SCENARIO_INC_001945,Collect Pink Roach Queen Sap and Blue Roach Queen Sap! Sniff!,Collect Pink Roach Queen Sap and Blue Roach Queen Sap! Sniff!
PROPQUEST_SCENARIO_INC_001946,Pink and Blue Roach Queen deep in dungeon. Please go gather their sap!,Pink and Blue Roach Queen deep in dungeon. Please go gather their sap!
PROPQUEST_SCENARIO_INC_001948,Collective Bargaining,Collective Bargaining
PROPQUEST_SCENARIO_INC_001949,Give Drico Sap! Then Drico hand Ore to stranger! *snort*,Give Drico Sap! Then Drico hand Ore to stranger! *snort*
PROPQUEST_SCENARIO_INC_001950,Here take ore!,Here take ore!
PROPQUEST_SCENARIO_INC_001951,You no want take now? *sniff* Drico need sap please!,You no want take now? *sniff* Drico need sap please!
PROPQUEST_SCENARIO_INC_001952,"hehe, impressive! I knew you would find a way to obtain the ore!","hehe, impressive! I knew you would find a way to obtain the ore!"
PROPQUEST_SCENARIO_INC_001953,Go take ore. Drico is busy now!,Go take ore. Drico is busy now!
PROPQUEST_SCENARIO_INC_001954,Take the Agony Ore to Ainher.,Take the Agony Ore to Ainher.
PROPQUEST_SCENARIO_INC_001956,Psykeeper Hero's Pendant,Psykeeper Hero's Pendant
PROPQUEST_SCENARIO_INC_001957,Just give me the ore and you have my word that I will reunite with Reonan and the rest of the gang. First I need a little time to examine the ore.,Just give me the ore and you have my word that I will reunite with Reonan and the rest of the gang. First I need a little time to examine the ore.
PROPQUEST_SCENARIO_INC_001958,"I can't leave this very moment, but here, take my pendant to Reonan. It will seal the deal! I will meet up with you again soon enough! Hehe.","I can't leave this very moment, but here, take my pendant to Reonan. It will seal the deal! I will meet up with you again soon enough! Hehe."
PROPQUEST_SCENARIO_INC_001959,Please tell Reonan I am busy with important research but will come directly to him afterwards!,Please tell Reonan I am busy with important research but will come directly to him afterwards!
PROPQUEST_SCENARIO_INC_001960,Eh? You don't want to leave here because of my radiant beauty? Guess I don't blame you!,Eh? You don't want to leave here because of my radiant beauty? Guess I don't blame you!
PROPQUEST_SCENARIO_INC_001961,You're back! How is Ainher doing? What? This is another of the pendants!,You're back! How is Ainher doing? What? This is another of the pendants!
PROPQUEST_SCENARIO_INC_001962,Well what are you waiting for! Take the pendant to Reonan!,Well what are you waiting for! Take the pendant to Reonan!
PROPQUEST_SCENARIO_INC_001963,Give Ainher's Pendant to Reonan.,Give Ainher's Pendant to Reonan.
PROPQUEST_SCENARIO_INC_002141,The Last Hero,The Last Hero
PROPQUEST_SCENARIO_INC_002142,You know? You've grown a lot during the course of this all. We've almost reached the end of the initial phase though! We just need to find the last hero!,You know? You've grown a lot during the course of this all. We've almost reached the end of the initial phase though! We just need to find the last hero!
PROPQUEST_SCENARIO_INC_002143,Shade's power grows progressively stronger… I can feel it…. We must hurry and find the last hero as soon as possible.,Shade's power grows progressively stronger… I can feel it…. We must hurry and find the last hero as soon as possible.
PROPQUEST_SCENARIO_INC_002144,I believe Achaben has more details on where we might find the last hero. Please go to him right away!,I believe Achaben has more details on where we might find the last hero. Please go to him right away!
PROPQUEST_SCENARIO_INC_002145,You can hear more details on where to find the last hero from Achaben! Please go and speak with him!,You can hear more details on where to find the last hero from Achaben! Please go and speak with him!
PROPQUEST_SCENARIO_INC_002146,You cannot give up yet after everything we've worked for!,You cannot give up yet after everything we've worked for!
PROPQUEST_SCENARIO_INC_002147,"Yes~ Oh! You're here again, my lord.","Yes~ Oh! You're here again, my lord."
PROPQUEST_SCENARIO_INC_002148,Why haven't you left yet? Achaben is running the general store of Darken. Please go meet with him!,Why haven't you left yet? Achaben is running the general store of Darken. Please go meet with him!
PROPQUEST_SCENARIO_INC_002149,Return to Darken and meet with Achaben.,Return to Darken and meet with Achaben.
PROPQUEST_SCENARIO_INC_002151,"The High Magician, Laola","The High Magician, Laola"
PROPQUEST_SCENARIO_INC_002152,"I've heard you are still in search of the legendary heroes, no? I've heard of a powerful warrior undergoing extensive training in Darkon 3. This might be one of the warriors for which you are searching.","I've heard you are still in search of the legendary heroes, no? I've heard of a powerful warrior undergoing extensive training in Darkon 3. This might be one of the warriors for which you are searching."
PROPQUEST_SCENARIO_INC_002153,"I was informed of this warrior by my friend Laola, who works in Darkon 3. Please go meet with her for further details!","I was informed of this warrior by my friend Laola, who works in Darkon 3. Please go meet with her for further details!"
PROPQUEST_SCENARIO_INC_002154,"Laola should be at her house in the forests of Darkon 3, where she works as a gardener. Just be aware, the area is overrun with many monsters!","Laola should be at her house in the forests of Darkon 3, where she works as a gardener. Just be aware, the area is overrun with many monsters!"
PROPQUEST_SCENARIO_INC_002155,"Too bad! Well if you are free, wanna help me complete some more deliveries?","Too bad! Well if you are free, wanna help me complete some more deliveries?"
PROPQUEST_SCENARIO_INC_002156,Hey now! Who are you? Why are you coming to my flower garden without any permission?,Hey now! Who are you? Why are you coming to my flower garden without any permission?
PROPQUEST_SCENARIO_INC_002157,Laola will be in Darkon 3. Please go find her!,Laola will be in Darkon 3. Please go find her!
PROPQUEST_SCENARIO_INC_002158,Go to Darkon 3 to find Laola,Go to Darkon 3 to find Laola
PROPQUEST_SCENARIO_INC_002160,The Perils of Gardening,The Perils of Gardening
PROPQUEST_SCENARIO_INC_002161,Ohh! Achaben sent you! Sorry for the less than friendly greeting! I heard you are looking for the warrior about whom I spoke of to Achaben?,Ohh! Achaben sent you! Sorry for the less than friendly greeting! I heard you are looking for the warrior about whom I spoke of to Achaben?
PROPQUEST_SCENARIO_INC_002162,"I have briefly seen her before, but I’m not entirely sure of her exact whereabouts. I do have a friend who claims to have seen this warrior recently…","I have briefly seen her before, but I’m not entirely sure of her exact whereabouts. I do have a friend who claims to have seen this warrior recently…"
PROPQUEST_SCENARIO_INC_002163,"I will introduce you to them, but first I need a little help! I do extensive gardening here in Darkon 3 but the Watangka tribes have been making my work difficult. Could you please eliminate some of them?","I will introduce you to them, but first I need a little help! I do extensive gardening here in Darkon 3 but the Watangka tribes have been making my work difficult. Could you please eliminate some of them?"
PROPQUEST_SCENARIO_INC_002164,Please hunt 20 Small Watangkas & 15 Watangkas and return to me. It is terribly difficult to garden in these conditions!,Please hunt 20 Small Watangkas & 15 Watangkas and return to me. It is terribly difficult to garden in these conditions!
PROPQUEST_SCENARIO_INC_002165,Please help eliminate the Watangka! It's hard enough to make a living already without them around!,Please help eliminate the Watangka! It's hard enough to make a living already without them around!
PROPQUEST_SCENARIO_INC_002166,Thank you so much!! Now I can work to get my next export of flowers out!,Thank you so much!! Now I can work to get my next export of flowers out!
PROPQUEST_SCENARIO_INC_002167,Please go and defeat the Watangka before they destroy any more of my flowers!,Please go and defeat the Watangka before they destroy any more of my flowers!
PROPQUEST_SCENARIO_INC_002168,Hunt 20 Small Watangkas & 15 Watangkas and return to Laola.,Hunt 20 Small Watangkas & 15 Watangkas and return to Laola.
PROPQUEST_SCENARIO_INC_002170,The Nomadic Chef,The Nomadic Chef
PROPQUEST_SCENARIO_INC_002171,I've heard that the warrior in question is supposedly a powerful Billposter…,I've heard that the warrior in question is supposedly a powerful Billposter…
PROPQUEST_SCENARIO_INC_002172,If you are looking for further information on them then please go to my friend Jinitte. He has traveled the continent of Darkon extensively and knows much of its happenings.,If you are looking for further information on them then please go to my friend Jinitte. He has traveled the continent of Darkon extensively and knows much of its happenings.
PROPQUEST_SCENARIO_INC_002173,Jinitte might just know where this hero is hiding out.,Jinitte might just know where this hero is hiding out.
PROPQUEST_SCENARIO_INC_002174,Rather hang around and help me garden? Haha I'm joking! I know you probably have much more important work to attend to!,Rather hang around and help me garden? Haha I'm joking! I know you probably have much more important work to attend to!
PROPQUEST_SCENARIO_INC_002175,Greetings Sir! You lookin to try my world famous cuisine!,Greetings Sir! You lookin to try my world famous cuisine!
PROPQUEST_SCENARIO_INC_002176,Jinitte is a famous world travelling cook. He is currently selling food at the Nomads village.,Jinitte is a famous world travelling cook. He is currently selling food at the Nomads village.
PROPQUEST_SCENARIO_INC_002177,Go find Jinitte at Nomads village in Central Darkon 3,Go find Jinitte at Nomads village in Central Darkon 3
PROPQUEST_SCENARIO_INC_002179,Roots of Flavor,Roots of Flavor
PROPQUEST_SCENARIO_INC_002180,Ah~! You're the one lookin for that hero! Figured you were here to try some of my world famous cuisine!,Ah~! You're the one lookin for that hero! Figured you were here to try some of my world famous cuisine!
PROPQUEST_SCENARIO_INC_002181,"Haven't heard of me!? Well you my friend, must have been living under a pretty big rock for some time.","Haven't heard of me!? Well you my friend, must have been living under a pretty big rock for some time."
PROPQUEST_SCENARIO_INC_002182,"Maybe while you adjust to the light, you could do me a little favor? Afterwards I promise to tell you where to find that hero you are looking for!","Maybe while you adjust to the light, you could do me a little favor? Afterwards I promise to tell you where to find that hero you are looking for!"
